Element,Component,forces,Loadcase
75,Vz_i,0.0,point
75,Vz_j,0.0,point
75,ddtheta_x,,point
75,ddtheta_y,,point
75,ddtheta_z,,point
75,ddx,,point
75,ddy,,point
75,ddz,,point
75,dtheta_x,,point
75,dtheta_y,,point
75,dtheta_z,,point
75,dx,,point
75,dy,,point
75,dz,,point
75,theta_x,,point
75,theta_y,,point
75,theta_z,,point
75,x,,point
75,y,,point
75,z,,point
76,Mx_i,-3.9190250058728497,point
76,Mx_j,3.9190250058728497,point
76,My_i,-0.0,point
76,My_j,0.0,point
76,Mz_i,7.401177847904409,point
76,Mz_j,-3.862992192169621,point
76,Vx_i,0.0,point
76,Vx_j,0.0,point
76,Vy_i,1.2737366461713546,point
76,Vy_j,-1.2737366461713546,point
76,Vz_i,0.0,point
76,Vz_j,0.0,point
76,ddtheta_x,,point
76,ddtheta_y,,point
76,ddtheta_z,,point
76,ddx,,point
76,ddy,,point
76,ddz,,point
76,dtheta_x,,point
76,dtheta_y,,point
76,dtheta_z,,point
76,dx,,point
76,dy,,point
76,dz,,point
76,theta_x,,point
76,theta_y,,point
76,theta_z,,point
76,x,,point
76,y,,point
76,z,,point
77,Mx_i,-4.057567667836896,point
77,Mx_j,4.057567667836896,point
77,My_i,-0.0,point
77,My_j,0.0,point
77,Mz_i,7.749061606519067,point
77,Mz_j,-3.19352445162576,point
77,Vx_i,0.0,point
77,Vx_j,0.0,point
77,Vy_i,1.6399802559195438,point
77,Vy_j,-1.6399802559195438,point
77,Vz_i,0.0,point
77,Vz_j,0.0,point
77,ddtheta_x,,point
77,ddtheta_y,,point
77,ddtheta_z,,point
77,ddx,,point
77,ddy,,point
77,ddz,,point
77,dtheta_x,,point
77,dtheta_y,,point
77,dtheta_z,,point
77,dx,,point
77,dy,,point
77,dz,,point
77,theta_x,,point
77,theta_y,,point
77,theta_z,,point
77,x,,point
77,y,,point
77,z,,point
78,Mx_i,-4.42360073345971,point
78,Mx_j,4.42360073345971,point
78,My_i,-0.0,point
78,My_j,0.0,point
78,Mz_i,8.882924249789525,point
78,Mz_j,-4.3080849261230245,point
78,Vx_i,0.0,point
78,Vx_j,0.0,point
78,Vy_i,1.6469289810880918,point
78,Vy_j,-1.6469289810880918,point
78,Vz_i,0.0,point
78,Vz_j,0.0,point
78,ddtheta_x,,point
78,ddtheta_y,,point
78,ddtheta_z,,point
78,ddx,,point
78,ddy,,point
78,ddz,,point
78,dtheta_x,,point
78,dtheta_y,,point
78,dtheta_z,,point
78,dx,,point
78,dy,,point
78,dz,,point
78,theta_x,,point
78,theta_y,,point
78,theta_z,,point
78,x,,point
78,y,,point
78,z,,point
79,Mx_i,-3.8627544207130193,point
79,Mx_j,3.8627544207130193,point
79,My_i,-0.0,point
79,My_j,0.0,point
79,Mz_i,9.979981227285517,point
79,Mz_j,-5.9789548687617575,point
79,Vx_i,0.0,point
79,Vx_j,0.0,point
79,Vy_i,1.4403579662048243,point
79,Vy_j,-1.4403579662048243,point
79,Vz_i,0.0,point
79,Vz_j,0.0,point
79,ddtheta_x,,point
79,ddtheta_y,,point
79,ddtheta_z,,point
79,ddx,,point
79,ddy,,point
79,ddz,,point
79,dtheta_x,,point
79,dtheta_y,,point
79,dtheta_z,,point
79,dx,,point
79,dy,,point
79,dz,,point
79,theta_x,,point
79,theta_y,,point
79,theta_z,,point
79,x,,point
79,y,,point
79,z,,point
80,Mx_i,-3.6614967517699655,point
80,Mx_j,3.6614967517699655,point
80,My_i,-0.0,point
80,My_j,0.0,point
80,Mz_i,10.431566178950995,point
80,Mz_j,-4.878799116549356,point
80,Vx_i,0.0,point
80,Vx_j,0.0,point
80,Vy_i,1.9989801506233855,point
80,Vy_j,-1.9989801506233855,point
80,Vz_i,0.0,point
80,Vz_j,0.0,point
80,ddtheta_x,,point
80,ddtheta_y,,point
80,ddtheta_z,,point
80,ddx,,point
80,ddy,,point
80,ddz,,point
80,dtheta_x,,point
80,dtheta_y,,point
80,dtheta_z,,point
80,dx,,point
80,dy,,point
80,dz,,point
80,theta_x,,point
80,theta_y,,point
80,theta_z,,point
80,x,,point
80,y,,point
80,z,,point
81,Mx_i,-3.0299943639650264,point
81,Mx_j,3.0299943639650264,point
81,My_i,-0.0,point
81,My_j,0.0,point
81,Mz_i,3.8629921921593193,point
81,Mz_j,-3.1312730186527915e-12,point
81,Vx_i,0.0,point
81,Vx_j,0.0,point
81,Vy_i,1.3906660638477173,point
81,Vy_j,-1.3906660638477173,point
81,Vz_i,0.0,point
81,Vz_j,0.0,point
81,ddtheta_x,,point
81,ddtheta_y,,point
81,ddtheta_z,,point
81,ddx,,point
81,ddy,,point
81,ddz,,point
81,dtheta_x,,point
81,dtheta_y,,point
81,dtheta_z,,point
81,dx,,point
81,dy,,point
81,dz,,point
81,theta_x,,point
81,theta_y,,point
81,theta_z,,point
81,x,,point
81,y,,point
81,z,,point
82,Mx_i,-3.591995969340273,point
82,Mx_j,3.591995969340273,point
82,My_i,-0.0,point
82,My_j,0.0,point
82,Mz_i,3.193524451623417,point
82,Mz_j,-1.6968648708370893e-12,point
82,Vx_i,0.0,point
82,Vx_j,0.0,point
82,Vy_i,1.149659605306977,point
82,Vy_j,-1.149659605306977,point
82,Vz_i,0.0,point
82,Vz_j,0.0,point
82,ddtheta_x,,point
82,ddtheta_y,,point
82,ddtheta_z,,point
82,ddx,,point
82,ddy,,point
82,ddz,,point
82,dtheta_x,,point
82,dtheta_y,,point
82,dtheta_z,,point
82,dx,,point
82,dy,,point
82,dz,,point
82,theta_x,,point
82,theta_y,,point
82,theta_z,,point
82,x,,point
82,y,,point
82,z,,point
83,Mx_i,-4.907546365979824,point
83,Mx_j,4.907546365979824,point
83,My_i,-0.0,point
83,My_j,0.0,point
83,Mz_i,4.3080849261228105,point
83,Mz_j,-1.3145040611561853e-13,point
83,Vx_i,0.0,point
83,Vx_j,0.0,point
83,Vy_i,1.550898166218835,point
83,Vy_j,-1.550898166218835,point
83,Vz_i,0.0,point
83,Vz_j,0.0,point
83,ddtheta_x,,point
83,ddtheta_y,,point
83,ddtheta_z,,point
83,ddx,,point
83,ddy,,point
83,ddz,,point
83,dtheta_x,,point
83,dtheta_y,,point
83,dtheta_z,,point
83,dx,,point
83,dy,,point
83,dz,,point
83,theta_x,,point
83,theta_y,,point
83,theta_z,,point
83,x,,point
83,y,,point
83,z,,point
84,Mx_i,-3.1669491293968965,point
84,Mx_j,3.1669491293968965,point
84,My_i,-0.0,point
84,My_j,0.0,point
84,Mz_i,5.978954868765367,point
84,Mz_j,2.652988939644274e-12,point
84,Vx_i,0.0,point
84,Vx_j,0.0,point
84,Vy_i,2.15240653350422,point
84,Vy_j,-2.15240653350422,point
84,Vz_i,0.0,point
84,Vz_j,0.0,point
84,ddtheta_x,,point
84,ddtheta_y,,point
84,ddtheta_z,,point
84,ddx,,point
84,ddy,,point
84,ddz,,point
84,dtheta_x,,point
84,dtheta_y,,point
84,dtheta_z,,point
84,dx,,point
84,dy,,point
84,dz,,point
84,theta_x,,point
84,theta_y,,point
84,theta_z,,point
84,x,,point
84,y,,point
84,z,,point
85,Mx_i,-2.309243084626554,point
85,Mx_j,2.309243084626554,point
85,My_i,-0.0,point
85,My_j,0.0,point
85,Mz_i,4.878799116558485,point
85,Mz_j,2.4380497620768438e-12,point
85,Vx_i,0.0,point
85,Vx_j,0.0,point
85,Vy_i,1.7563536311328838,point
85,Vy_j,-1.7563536311328838,point
85,Vz_i,0.0,point
85,Vz_j,0.0,point
85,ddtheta_x,,point
85,ddtheta_y,,point
85,ddtheta_z,,point
85,ddx,,point
85,ddy,,point
85,ddz,,point
85,dtheta_x,,point
85,dtheta_y,,point
85,dtheta_z,,point
85,dx,,point
85,dy,,point
85,dz,,point
85,theta_x,,point
85,theta_y,,point
85,theta_z,,point
85,x,,point
85,y,,point
85,z,,point
